                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.5222,                 1.5027,                  1.755,                0.48358,                0.48366,                 0.4879,                0.24525,                 2.1341,                 1.7447,                 2.4932,              0.0008614,              0.0008614,              0.0008614
                     17,                 1.5361,                 1.4739,                 1.7602,                0.47405,                0.49877,                0.49421,                0.21193,                 2.0454,                 1.8021,                 2.4149,              0.0008515,              0.0008515,              0.0008515
                     18,                 1.6478,                 1.4831,                 1.7908,                0.48434,                0.45412,                0.44143,                0.18951,                 2.1149,                 2.0236,                  2.512,              0.0008416,              0.0008416,              0.0008416
                     19,                 1.6139,                 1.5033,                 1.7892,                0.51429,                0.48479,                0.49068,                0.23054,                 2.0303,                 1.8195,                  2.398,              0.0008317,              0.0008317,              0.0008317
                     20,                  1.614,                 1.5281,                  1.768,                0.43957,                0.55498,                0.49574,                0.23679,                 1.9938,                 1.9942,                 2.4005,              0.0008218,              0.0008218,              0.0008218
                     21,                 1.5633,                 1.4929,                  1.753,                0.54832,                0.45303,                0.53019,                0.26124,                 2.0104,                 1.8191,                 2.3807,              0.0008119,              0.0008119,              0.0008119
                     22,                 1.6189,                 1.5043,                 1.7969,                0.61218,                0.45556,                0.50346,                0.24251,                 2.0544,                 1.7087,                 2.4261,               0.000802,               0.000802,               0.000802
                     23,                 1.5532,                  1.436,                 1.7368,                0.38659,                0.44074,                0.42733,                 0.1916,                 2.1841,                 1.8444,                 2.5264,              0.0007921,              0.0007921,              0.0007921
                     24,                  1.534,                 1.4339,                 1.7161,                0.51681,                0.46255,                0.51592,                 0.2159,                 2.1273,                 1.7557,                 2.5487,              0.0007822,              0.0007822,              0.0007822
                     25,                  1.491,                 1.3648,                 1.6703,                0.52681,                0.50247,                0.48386,                0.21945,                 2.1525,                  1.723,                 2.4714,              0.0007723,              0.0007723,              0.0007723
                     26,                 1.5387,                 1.4091,                 1.7057,                0.43239,                0.42922,                0.42437,                0.21335,                 2.1399,                 2.2759,                 2.4408,              0.0007624,              0.0007624,              0.0007624
                     27,                 1.5161,                 1.3826,                 1.7115,                 0.7521,                0.41777,                0.42992,                0.19458,                 2.0228,                 1.9544,                 2.3971,              0.0007525,              0.0007525,              0.0007525
                     28,                 1.5523,                 1.4532,                 1.7265,                0.47928,                0.47322,                0.50478,                0.23265,                 1.9771,                  1.677,                 2.2599,              0.0007426,              0.0007426,              0.0007426
                     29,                 1.5159,                 1.4068,                 1.7232,                0.49033,                0.48519,                0.47123,                0.20273,                 2.0514,                  1.688,                 2.4042,              0.0007327,              0.0007327,              0.0007327
                     30,                 1.4986,                 1.3582,                 1.6708,                0.61796,                0.45801,                0.52512,                 0.2394,                 2.0884,                  1.836,                 2.4142,              0.0007228,              0.0007228,              0.0007228
                     31,                  1.494,                  1.402,                 1.7062,                0.53628,                0.52333,                0.50153,                0.22347,                 1.9727,                 1.8051,                 2.3399,              0.0007129,              0.0007129,              0.0007129
                     32,                 1.4631,                 1.2999,                 1.6827,                0.52981,                0.55001,                0.54205,                0.25792,                 2.0181,                 1.6101,                 2.3882,               0.000703,               0.000703,               0.000703
                     33,                  1.458,                 1.3001,                  1.671,                0.55165,                0.46955,                0.48142,                0.22478,                 2.1267,                 1.6505,                 2.5181,              0.0006931,              0.0006931,              0.0006931
                     34,                 1.5388,                 1.4063,                 1.7455,                0.48653,                0.47231,                0.47431,                0.21467,                 2.1646,                  1.845,                 2.5282,              0.0006832,              0.0006832,              0.0006832
                     35,                 1.4667,                 1.2947,                 1.6596,                0.44041,                0.45679,                0.47392,                0.22271,                 2.0523,                 1.6722,                 2.4042,              0.0006733,              0.0006733,              0.0006733
                     36,                 1.4127,                 1.2822,                 1.6186,                0.63387,                0.48264,                0.53578,                 0.2556,                 2.0709,                 1.6175,                 2.4087,              0.0006634,              0.0006634,              0.0006634
                     37,                 1.3764,                 1.2613,                 1.6347,                0.50249,                0.42814,                0.48579,                0.24173,                 2.0343,                 1.5372,                 2.4083,              0.0006535,              0.0006535,              0.0006535
                     38,                 1.4368,                  1.325,                 1.6359,                0.60485,                0.51481,                0.52988,                0.24447,                 2.1103,                 1.7121,                 2.4564,              0.0006436,              0.0006436,              0.0006436
                     39,                 1.4215,                 1.2705,                 1.6336,                0.60447,                0.49588,                0.53598,                0.24491,                 1.9911,                 1.7449,                 2.4266,              0.0006337,              0.0006337,              0.0006337
                     40,                 1.4236,                 1.2418,                 1.6512,                0.55049,                0.47918,                 0.5082,                0.24102,                 1.9312,                 1.7789,                 2.3519,              0.0006238,              0.0006238,              0.0006238
                     41,                 1.4534,                 1.2595,                  1.643,                0.51374,                0.56365,                0.54402,                0.24857,                 2.0354,                 1.6228,                 2.4648,              0.0006139,              0.0006139,              0.0006139
                     42,                 1.4156,                 1.2852,                 1.6108,                0.58906,                0.56474,                0.52347,                0.23805,                 2.1239,                  1.649,                 2.4875,               0.000604,               0.000604,               0.000604
                     43,                 1.3912,                 1.2183,                 1.5666,                0.57032,                0.62953,                0.52791,                0.25309,                 1.9968,                 1.7398,                 2.3966,              0.0005941,              0.0005941,              0.0005941
                     44,                  1.415,                 1.2534,                 1.6362,                0.65158,                0.56952,                0.55723,                0.27247,                 1.9974,                 1.5168,                 2.3735,              0.0005842,              0.0005842,              0.0005842
                     45,                 1.3544,                 1.1581,                 1.5725,                0.60563,                0.53693,                0.54933,                0.25346,                 2.0183,                   1.67,                 2.3959,              0.0005743,              0.0005743,              0.0005743
                     46,                 1.3594,                 1.1794,                 1.5784,                0.53523,                0.59259,                 0.5729,                0.23611,                 2.0051,                 1.5851,                 2.3858,              0.0005644,              0.0005644,              0.0005644
                     47,                 1.3647,                 1.1922,                 1.5699,                0.65629,                0.54612,                0.55911,                0.27242,                 1.9813,                 1.5868,                 2.3434,              0.0005545,              0.0005545,              0.0005545
                     48,                 1.3391,                 1.1564,                 1.5703,                0.48778,                 0.5832,                0.55155,                0.27285,                 1.9225,                 1.4981,                 2.3255,              0.0005446,              0.0005446,              0.0005446
                     49,                 1.3363,                 1.1665,                 1.5878,                0.60674,                0.50205,                0.54127,                0.25829,                 2.0284,                 1.6344,                 2.3584,              0.0005347,              0.0005347,              0.0005347
                     50,                 1.3217,                  1.185,                 1.5303,                0.68616,                0.47769,                0.54162,                0.26342,                  2.021,                 1.5604,                 2.4647,              0.0005248,              0.0005248,              0.0005248
                     51,                 1.2989,                 1.1786,                 1.5442,                 0.4943,                0.48807,                0.45102,                0.21951,                 2.1349,                 1.6779,                 2.5556,              0.0005149,              0.0005149,              0.0005149
                     52,                 1.3658,                 1.2043,                 1.6047,                0.64193,                0.48375,                0.55624,                0.26722,                 1.9908,                 1.4517,                 2.4019,               0.000505,               0.000505,               0.000505
                     53,                 1.2764,                  1.126,                 1.5332,                0.54044,                 0.5224,                0.54694,                0.27401,                 2.0264,                 1.4307,                 2.4921,              0.0004951,              0.0004951,              0.0004951
                     54,                 1.3038,                 1.0942,                 1.5596,                0.62333,                0.51993,                 0.5779,                0.26645,                  1.997,                 1.3442,                 2.4267,              0.0004852,              0.0004852,              0.0004852
                     55,                  1.372,                 1.1235,                 1.5653,                0.60413,                0.45346,                0.52216,                0.26263,                 1.9902,                 1.5128,                 2.4468,              0.0004753,              0.0004753,              0.0004753
                     56,                 1.3033,                 1.1142,                 1.5213,                0.56084,                0.56322,                0.53955,                0.26404,                 2.0675,                 1.6046,                 2.4947,              0.0004654,              0.0004654,              0.0004654
                     57,                 1.3159,                 1.1358,                 1.5535,                0.68162,                0.54362,                0.58824,                0.27828,                  2.034,                 1.4836,                 2.4449,              0.0004555,              0.0004555,              0.0004555
                     58,                 1.3205,                 1.1135,                 1.5301,                 0.6131,                0.53646,                0.54709,                0.25458,                   2.07,                 1.5904,                 2.4477,              0.0004456,              0.0004456,              0.0004456
                     59,                  1.301,                 1.1235,                 1.5618,                0.56926,                0.53693,                0.50355,                 0.2664,                 1.9597,                 1.5416,                 2.3403,              0.0004357,              0.0004357,              0.0004357
                     60,                 1.3119,                 1.1662,                 1.5664,                0.63973,                0.48008,                0.55499,                0.26556,                 1.9219,                 1.5154,                 2.3303,              0.0004258,              0.0004258,              0.0004258
                     61,                 1.2966,                 1.0623,                 1.5209,                0.51613,                0.53004,                0.51358,                0.26746,                 1.9674,                 1.6334,                 2.3912,              0.0004159,              0.0004159,              0.0004159
                     62,                 1.2035,                 1.0654,                 1.4867,                0.62472,                0.50823,                 0.5515,                0.29424,                 2.0017,                 1.5767,                 2.4097,               0.000406,               0.000406,               0.000406
                     63,                  1.267,                 1.0302,                 1.4896,                0.61031,                0.51646,                0.54613,                 0.2898,                 2.0449,                 1.6246,                 2.4308,              0.0003961,              0.0003961,              0.0003961
                     64,                 1.2737,                  1.069,                 1.5188,                0.57932,                  0.544,                0.56239,                0.29258,                 1.9101,                 1.4611,                 2.3984,              0.0003862,              0.0003862,              0.0003862
                     65,                 1.2538,                 1.0715,                 1.5006,                0.68849,                0.54078,                0.56458,                0.29621,                 1.9071,                 1.4833,                 2.4024,              0.0003763,              0.0003763,              0.0003763
                     66,                 1.2234,                 1.0386,                 1.4968,                0.49228,                0.59835,                 0.5516,                0.28489,                 2.0168,                 1.5793,                 2.4928,              0.0003664,              0.0003664,              0.0003664
                     67,                 1.2365,                 1.0277,                 1.5035,                0.70097,                 0.4786,                0.54798,                0.27246,                 2.0356,                 1.4928,                 2.4679,              0.0003565,              0.0003565,              0.0003565
                     68,                 1.2224,                 1.0088,                  1.465,                0.69952,                0.48101,                0.54513,                0.28135,                  2.047,                 1.5658,                 2.4742,              0.0003466,              0.0003466,              0.0003466
                     69,                   1.24,                 1.0272,                 1.4841,                0.59872,                 0.4973,                0.54743,                0.28469,                  2.029,                 1.5975,                 2.4383,              0.0003367,              0.0003367,              0.0003367
                     70,                 1.2461,                 1.0206,                 1.4949,                0.61347,                0.47778,                0.52645,                0.26183,                 2.0425,                 1.5784,                 2.5086,              0.0003268,              0.0003268,              0.0003268
                     71,                  1.206,                0.99322,                 1.4615,                0.58023,                0.54305,                0.53764,                 0.2694,                 2.0298,                 1.6032,                  2.496,              0.0003169,              0.0003169,              0.0003169
                     72,                 1.2282,                 1.0294,                 1.4914,                0.65114,                0.47531,                0.53967,                0.27062,                 1.9683,                 1.5763,                 2.4714,               0.000307,               0.000307,               0.000307
                     73,                 1.1868,                0.97207,                 1.4541,                0.56001,                0.58064,                0.55683,                0.28803,                 2.0025,                 1.5248,                 2.4848,              0.0002971,              0.0002971,              0.0002971
                     74,                 1.1841,                0.99224,                  1.478,                0.54584,                0.51605,                0.51595,                0.25943,                 2.0707,                 1.5324,                 2.5592,              0.0002872,              0.0002872,              0.0002872
                     75,                   1.17,                0.94845,                 1.4554,                0.63704,                0.54033,                0.52753,                0.28838,                 2.0042,                 1.5703,                 2.4331,              0.0002773,              0.0002773,              0.0002773
                     76,                 1.1872,                0.96694,                 1.4389,                0.65943,                0.58025,                0.55509,                0.29287,                 1.9375,                 1.5099,                  2.402,              0.0002674,              0.0002674,              0.0002674
                     77,                 1.1813,                0.99945,                 1.4439,                0.56087,                0.58107,                0.55386,                0.30005,                 1.9456,                 1.5284,                 2.4406,              0.0002575,              0.0002575,              0.0002575
                     78,                  1.158,                0.93634,                 1.4283,                0.64017,                0.52469,                0.54109,                0.28313,                 1.9629,                 1.5615,                 2.4746,              0.0002476,              0.0002476,              0.0002476
                     79,                 1.1779,                0.99902,                 1.4821,                0.68435,                0.50402,                0.54285,                0.29018,                 1.9529,                   1.55,                  2.433,              0.0002377,              0.0002377,              0.0002377
                     80,                 1.1809,                0.96467,                 1.4843,                0.64393,                0.53045,                 0.5232,                 0.2678,                 1.9711,                 1.6812,                   2.46,              0.0002278,              0.0002278,              0.0002278
                     81,                 1.1549,                0.93986,                 1.4479,                0.59598,                0.53045,                0.53209,                0.27163,                 1.9554,                 1.5606,                 2.4687,              0.0002179,              0.0002179,              0.0002179
                     82,                 1.1356,                0.94775,                 1.4204,                0.65063,                0.51605,                0.55442,                0.29573,                 1.9466,                 1.5409,                 2.4308,               0.000208,               0.000208,               0.000208
                     83,                 1.1086,                0.90799,                 1.4022,                 0.6207,                0.53605,                0.53159,                0.29077,                 2.0015,                 1.5968,                 2.4723,              0.0001981,              0.0001981,              0.0001981
                     84,                 1.1676,                0.97381,                 1.4504,                0.67418,                0.56384,                0.55185,                0.30158,                 1.9298,                 1.5191,                 2.4007,              0.0001882,              0.0001882,              0.0001882
                     85,                  1.059,                0.88908,                 1.3769,                0.74588,                0.55697,                0.57522,                0.30874,                 1.9301,                 1.5147,                 2.4269,              0.0001783,              0.0001783,              0.0001783
                     86,                 1.0873,                0.88106,                 1.3944,                0.70094,                0.58189,                0.58107,                 0.3121,                 1.9466,                 1.5113,                 2.4516,              0.0001684,              0.0001684,              0.0001684
                     87,                 1.1105,                0.91251,                  1.407,                0.77851,                  0.513,                0.57268,                0.31727,                 1.9318,                 1.5045,                 2.4419,              0.0001585,              0.0001585,              0.0001585
                     88,                 1.0925,                0.88796,                 1.3812,                0.66899,                 0.5291,                 0.5731,                0.30875,                 1.9724,                 1.5555,                 2.4824,              0.0001486,              0.0001486,              0.0001486
                     89,                 1.0752,                0.87043,                 1.3662,                0.69302,                0.54499,                0.58039,                 0.3037,                 1.9701,                 1.4894,                 2.4805,              0.0001387,              0.0001387,              0.0001387
                     90,                 1.1002,                0.90973,                 1.4067,                0.67338,                0.57078,                0.58312,                 0.3204,                 1.8933,                 1.4337,                    2.4,              0.0001288,              0.0001288,              0.0001288
                     91,                 1.0114,                 0.8433,                 1.3801,                0.70296,                0.57766,                0.58642,                0.31656,                 1.9179,                  1.429,                 2.4269,              0.0001189,              0.0001189,              0.0001189
                     92,                0.98265,                0.78983,                 1.3425,                0.61866,                0.59573,                0.57836,                0.30881,                  2.026,                 1.5762,                 2.5269,               0.000109,               0.000109,               0.000109
                     93,                0.96368,                0.75001,                 1.3199,                0.63348,                0.58047,                 0.5733,                0.30642,                 1.9774,                 1.5874,                 2.5058,               9.91e-05,               9.91e-05,               9.91e-05
                     94,                0.94472,                 0.7353,                 1.3241,                0.66749,                0.57037,                0.57269,                  0.307,                 1.9587,                 1.5239,                 2.5341,               8.92e-05,               8.92e-05,               8.92e-05
                     95,                0.97615,                0.78661,                 1.3487,                0.70033,                0.55829,                0.57559,                 0.3164,                 1.9572,                   1.51,                 2.5372,               7.93e-05,               7.93e-05,               7.93e-05
                     96,                0.91617,                 0.7115,                 1.3187,                0.67929,                 0.5646,                0.57528,                0.30384,                 1.9822,                 1.4997,                 2.5414,               6.94e-05,               6.94e-05,               6.94e-05
                     97,                0.92862,                0.72256,                 1.3056,                0.61034,                0.59505,                0.58615,                0.30816,                  1.965,                 1.5146,                 2.4965,               5.95e-05,               5.95e-05,               5.95e-05
                     98,                0.91446,                0.72352,                 1.3028,                0.62755,                0.59055,                0.59434,                0.31193,                  1.917,                  1.491,                 2.4634,               4.96e-05,               4.96e-05,               4.96e-05
                     99,                0.88424,                0.67228,                 1.2723,                0.66601,                0.57778,                0.59059,                0.31654,                 1.9094,                 1.4702,                 2.4672,               3.97e-05,               3.97e-05,               3.97e-05
                    100,                 0.9049,                0.72215,                 1.3138,                0.73348,                0.54815,                0.59072,                 0.3167,                 1.9172,                 1.4677,                 2.4875,               2.98e-05,               2.98e-05,               2.98e-05
