                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 2.5331,                 2.5132,                 2.1855,                0.21062,                0.19678,                0.14819,                0.04837,                 2.4438,                 2.4437,                  2.312,              0.0010612,              0.0010612,              0.0010612
                     15,                  2.493,                 2.4405,                 2.1629,                0.27965,                0.18107,                0.16546,                0.05544,                 2.3582,                 2.2888,                 2.2171,              0.0010329,              0.0010329,              0.0010329
                     16,                  2.499,                 2.3889,                 2.1713,                0.56409,                0.19777,                0.17522,                0.05677,                 2.3819,                 2.3545,                  2.225,              0.0010046,              0.0010046,              0.0010046
                     17,                 2.4745,                 2.3596,                 2.1493,                0.41498,                0.16355,                0.18596,                0.06528,                 2.3237,                  2.258,                 2.1978,             0.00097629,             0.00097629,             0.00097629
                     18,                 2.4783,                 2.2919,                 2.1446,                0.31181,                0.21982,                0.22327,                0.07786,                 2.3021,                 2.0861,                 2.1538,               0.000948,               0.000948,               0.000948
                     19,                 2.4078,                 2.2316,                 2.0953,                0.64335,                0.24006,                0.22772,                0.08039,                 2.2562,                 2.0364,                 2.1155,              0.0009197,              0.0009197,              0.0009197
                     20,                 2.3859,                 2.1958,                 2.0651,                0.26035,                0.21823,                0.20934,                0.07481,                 2.3034,                 2.0894,                 2.1813,             0.00089141,             0.00089141,             0.00089141
                     21,                 2.3418,                 2.2092,                 2.0722,                 0.2626,                0.26769,                0.23451,                0.08654,                 2.2371,                 2.0374,                 2.1181,             0.00086312,             0.00086312,             0.00086312
                     22,                 2.3409,                   2.17,                 2.0494,                0.25466,                 0.2178,                0.20287,                0.07548,                 2.2482,                 2.0622,                 2.0949,             0.00083482,             0.00083482,             0.00083482
                     23,                 2.2967,                 2.1225,                 2.0254,                0.32611,                0.24927,                0.25519,                0.09517,                 2.2462,                 2.0004,                  2.119,             0.00080653,             0.00080653,             0.00080653
                     24,                 2.3042,                 2.0844,                 2.0311,                0.59539,                0.21961,                0.19694,                0.06844,                 2.2984,                  2.043,                 2.1215,             0.00077823,             0.00077823,             0.00077823
                     25,                 2.3308,                  2.081,                 2.0186,                0.32282,                 0.2644,                 0.2726,                0.10584,                 2.1693,                 1.8995,                 2.0298,             0.00074994,             0.00074994,             0.00074994
                     26,                 2.2556,                 2.0397,                  1.979,                 0.6962,                0.27978,                0.29905,                0.11546,                 2.1353,                 1.8365,                 2.0041,             0.00072164,             0.00072164,             0.00072164
                     27,                 2.2915,                 2.0041,                 1.9939,                0.33374,                0.26736,                 0.2801,                 0.1017,                 2.2085,                 1.8911,                 2.0517,             0.00069335,             0.00069335,             0.00069335
                     28,                 2.2535,                 2.0144,                 1.9684,                0.75416,                0.25762,                 0.3025,                0.11848,                 2.1824,                  1.921,                 2.0404,             0.00066506,             0.00066506,             0.00066506
                     29,                 2.2459,                 1.9149,                 1.9731,                0.72921,                0.24645,                0.28669,                0.11014,                 2.2083,                 1.8675,                 2.0604,             0.00063676,             0.00063676,             0.00063676
                     30,                 2.2698,                 1.9432,                 1.9791,                0.36487,                0.31216,                0.32625,                0.12637,                 2.1699,                 1.6919,                 2.0088,             0.00060847,             0.00060847,             0.00060847
                     31,                 2.2182,                 1.8956,                 1.9442,                0.74072,                0.31211,                0.34821,                0.14339,                 2.0776,                 1.6425,                 1.9585,             0.00058017,             0.00058017,             0.00058017
                     32,                 2.2243,                 1.9182,                 1.9388,                 0.3648,                0.30739,                0.32391,                0.12949,                 2.1071,                 1.7609,                 1.9648,             0.00055188,             0.00055188,             0.00055188
                     33,                 2.2045,                 1.8351,                  1.914,                 0.3675,                 0.3493,                0.36242,                0.14794,                 2.0779,                 1.6381,                 1.9382,             0.00052359,             0.00052359,             0.00052359
                     34,                 2.1955,                 1.8424,                 1.9598,                0.73386,                0.31031,                0.34605,                0.14115,                 2.1215,                 1.6465,                 1.9836,             0.00049529,             0.00049529,             0.00049529
                     35,                 2.1657,                 1.7803,                 1.9102,                0.39841,                 0.3501,                0.37599,                0.14945,                  2.064,                 1.6254,                   1.94,               0.000467,               0.000467,               0.000467
                     36,                 2.1697,                 1.7672,                 1.9007,                0.43131,                0.31061,                0.35866,                0.14961,                 2.0825,                 1.6146,                 1.9422,              0.0004387,              0.0004387,              0.0004387
                     37,                 2.1731,                 1.7527,                 1.8796,                0.41667,                0.32799,                0.37254,                0.15228,                 2.0901,                 1.5598,                 1.9242,             0.00041041,             0.00041041,             0.00041041
                     38,                 2.1388,                 1.7222,                 1.8583,                0.40777,                0.34589,                0.37967,                0.16402,                 2.0331,                  1.533,                 1.8977,             0.00038211,             0.00038211,             0.00038211
                     39,                 2.1545,                 1.7241,                 1.8682,                0.42333,                0.34736,                0.38982,                0.16544,                 2.0131,                 1.5073,                 1.8781,             0.00035382,             0.00035382,             0.00035382
                     40,                  2.133,                 1.7018,                 1.8504,                0.41143,                0.37059,                0.40477,                0.17187,                 2.0025,                 1.4733,                 1.8805,             0.00032553,             0.00032553,             0.00032553
                     41,                 2.1653,                 1.7749,                 1.9766,                0.78357,                0.35026,                0.39474,                0.16908,                 2.0089,                 1.5284,                 1.8918,             0.00029723,             0.00029723,             0.00029723
                     42,                 2.0969,                 1.6819,                 1.9112,                 0.4403,                0.35544,                0.40371,                0.17278,                 2.0067,                 1.4832,                  1.879,             0.00026894,             0.00026894,             0.00026894
                     43,                  2.122,                 1.7061,                 1.9436,                 0.4604,                0.37304,                0.42355,                0.18496,                 1.9694,                  1.428,                 1.8506,             0.00024064,             0.00024064,             0.00024064
                     44,                 2.1142,                 1.6651,                 1.8975,                0.45302,                0.37177,                0.41746,                0.18384,                 1.9704,                  1.427,                 1.8498,             0.00021235,             0.00021235,             0.00021235
                     45,                 2.0602,                  1.616,                 1.8896,                0.44659,                0.37844,                0.42485,                0.19055,                 1.9629,                 1.3967,                 1.8522,             0.00018406,             0.00018406,             0.00018406
                     46,                 2.0766,                 1.5942,                 1.9135,                0.45097,                 0.3875,                0.43576,                 0.1873,                 1.9579,                 1.3921,                 1.8567,             0.00015576,             0.00015576,             0.00015576
                     47,                 2.0598,                 1.5796,                 1.8827,                0.47221,                0.37811,                0.43751,                0.19683,                 1.9409,                 1.3799,                 1.8399,             0.00012747,             0.00012747,             0.00012747
                     48,                 2.0381,                 1.5559,                 1.8692,                0.46076,                0.39987,                0.44661,                0.20117,                 1.9196,                 1.3575,                 1.8215,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     49,                 2.0332,                  1.565,                 1.8417,                  0.459,                0.39387,                0.44676,                0.20267,                   1.92,                 1.3421,                 1.8116,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     50,                 2.0409,                 1.5633,                 1.8668,                0.45015,                0.40098,                0.44328,                0.20149,                 1.9126,                   1.33,                 1.8089,             4.2584e-05,             4.2584e-05,             4.2584e-05
