                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 2.1927,                 1.9863,                 2.4657,                0.26059,                0.35582,                0.18377,                0.07763,                 2.3037,                 2.2775,                 2.7226,              0.0010729,              0.0010729,              0.0010729
                     20,                 2.2277,                 2.1163,                   2.52,                0.24491,                0.32894,                0.18368,                0.08048,                  2.237,                 2.3106,                 2.6504,              0.0010399,              0.0010399,              0.0010399
                     21,                 2.1585,                 1.9782,                 2.2862,                0.24001,                0.36855,                0.17878,                0.07167,                 2.2845,                 2.3977,                 2.7121,              0.0010069,              0.0010069,              0.0010069
                     22,                 2.1013,                 1.9383,                  2.328,                0.27648,                0.46912,                0.22791,                0.10335,                 2.1491,                 2.3549,                 2.5304,             0.00097386,             0.00097386,             0.00097386
                     23,                 2.0771,                 1.8779,                 2.2716,                0.40385,                0.42689,                0.33395,                0.13799,                 2.1652,                 2.1477,                 2.4221,             0.00094085,             0.00094085,             0.00094085
                     24,                  2.029,                 1.8843,                 2.1865,                 0.3928,                0.47223,                0.35862,                 0.1744,                 1.9458,                 1.9262,                 2.2789,             0.00090785,             0.00090785,             0.00090785
                     25,                  2.004,                 1.7814,                 2.0978,                0.35457,                0.42993,                0.29981,                0.14326,                 1.9552,                 2.0187,                 2.3388,             0.00087484,             0.00087484,             0.00087484
                     26,                 1.9441,                 1.7983,                 2.1524,                0.44371,                0.52615,                0.41989,                0.20954,                 1.8913,                 1.8217,                 2.2183,             0.00084184,             0.00084184,             0.00084184
                     27,                 1.9922,                 1.8673,                 2.1349,                0.42908,                0.46078,                0.36688,                0.19874,                 1.7627,                 2.0394,                 2.0891,             0.00080883,             0.00080883,             0.00080883
                     28,                 1.9319,                 1.8042,                 2.1181,                 0.3962,                0.46814,                 0.3803,                0.19288,                  1.892,                 1.7897,                  2.125,             0.00077582,             0.00077582,             0.00077582
                     29,                 1.8689,                 1.6743,                 2.0414,                0.37223,                0.51114,                0.41057,                0.23292,                 1.6901,                 1.7076,                  2.022,             0.00074282,             0.00074282,             0.00074282
                     30,                 1.8916,                 1.7095,                 2.0086,                0.42458,                0.56122,                0.46263,                0.26359,                 1.6382,                 1.6103,                 1.9562,             0.00070981,             0.00070981,             0.00070981
                     31,                 1.8595,                 1.6472,                 1.9474,                0.50592,                0.56129,                0.48205,                 0.2552,                 1.6537,                 1.6672,                 1.9265,              0.0006768,              0.0006768,              0.0006768
                     32,                 1.8579,                 1.6854,                 1.9761,                0.45697,                0.55791,                0.44947,                 0.2574,                 1.6323,                 1.7688,                 1.9183,              0.0006438,              0.0006438,              0.0006438
                     33,                 1.7631,                 1.6081,                 1.9066,                0.44946,                0.57027,                0.45968,                 0.2646,                  1.644,                 1.6198,                 1.9196,             0.00061079,             0.00061079,             0.00061079
                     34,                 1.8212,                 1.5841,                 1.8789,                0.48651,                 0.5725,                0.50926,                 0.3032,                 1.5646,                 1.5271,                 1.9004,             0.00057778,             0.00057778,             0.00057778
                     35,                 1.6827,                 1.6063,                 1.8822,                0.48807,                  0.619,                0.57016,                0.33168,                 1.5644,                 1.5104,                  1.924,             0.00054478,             0.00054478,             0.00054478
                     36,                 1.7026,                 1.5534,                 1.8408,                0.52441,                0.63075,                0.58995,                  0.352,                 1.5072,                 1.4513,                 1.8613,             0.00051177,             0.00051177,             0.00051177
                     37,                 1.7211,                  1.521,                 1.8202,                0.55914,                0.63051,                0.58567,                0.35136,                 1.4873,                 1.4436,                 1.8458,             0.00047876,             0.00047876,             0.00047876
                     38,                 1.6883,                 1.5168,                 1.7834,                0.56796,                0.64945,                0.58372,                0.33988,                 1.5151,                 1.4583,                 1.8709,             0.00044576,             0.00044576,             0.00044576
                     39,                 1.6935,                 1.5603,                  1.855,                0.55399,                0.65868,                0.62305,                 0.3787,                 1.4689,                 1.4327,                 1.8345,             0.00041275,             0.00041275,             0.00041275
                     40,                 1.6578,                  1.509,                 1.7934,                0.54144,                0.67581,                 0.6264,                0.38984,                 1.4407,                 1.3938,                 1.7906,             0.00037974,             0.00037974,             0.00037974
                     41,                 1.5354,                 1.6289,                 1.7411,                0.51362,                0.69572,                0.60724,                0.37006,                 1.4786,                 1.4243,                 1.8026,             0.00034674,             0.00034674,             0.00034674
                     42,                 1.5504,                 1.5732,                  1.765,                0.54481,                0.66665,                0.60828,                0.38045,                 1.4179,                 1.4485,                 1.7621,             0.00031373,             0.00031373,             0.00031373
                     43,                 1.5084,                 1.5302,                 1.7412,                0.54229,                0.67374,                0.63342,                0.39875,                 1.3994,                 1.4015,                 1.7407,             0.00028072,             0.00028072,             0.00028072
                     44,                 1.4948,                 1.5338,                 1.7548,                0.54677,                0.70226,                0.64037,                0.39572,                 1.4149,                  1.355,                 1.7454,             0.00024772,             0.00024772,             0.00024772
                     45,                  1.596,                 1.7059,                 1.8125,                0.54447,                0.70093,                0.64726,                0.40668,                 1.3863,                 1.3313,                 1.7343,             0.00021471,             0.00021471,             0.00021471
                     46,                 1.5099,                 1.5999,                 1.7427,                0.53982,                 0.7027,                0.64729,                0.41702,                 1.3464,                 1.3331,                 1.7135,              0.0001817,              0.0001817,              0.0001817
                     47,                 1.5251,                 1.4963,                 1.7354,                0.57126,                0.67746,                0.65667,                0.42309,                 1.3321,                 1.3339,                  1.691,              0.0001487,              0.0001487,              0.0001487
                     48,                 1.4841,                 1.5154,                 1.6919,                0.58465,                0.68995,                0.67339,                0.43203,                 1.3325,                  1.323,                 1.6726,             0.00011569,             0.00011569,             0.00011569
                     49,                 1.4648,                 1.4691,                 1.7023,                0.59857,                0.70231,                0.67958,                0.43473,                 1.3337,                 1.3135,                 1.6677,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                 1.4125,                 1.3881,                 1.6381,                  0.604,                0.70572,                0.68962,                0.44162,                 1.3263,                 1.2901,                 1.6628,             4.9677e-05,             4.9677e-05,             4.9677e-05
