                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                  1.841,                 2.4031,                 1.9825,                0.35117,                  0.263,                0.21604,                0.10208,                  1.979,                  2.388,                 2.2156,               0.009505,               0.009505,               0.009505
                     18,                 1.8189,                  2.356,                 1.9555,                0.33804,                0.28282,                0.23513,                0.10971,                 1.9577,                 2.3298,                  2.201,               0.009472,               0.009472,               0.009472
                     19,                 1.7991,                 2.3223,                 1.9389,                0.34351,                0.27518,                0.23893,                0.11025,                 1.9719,                 2.3101,                 2.2091,               0.009439,               0.009439,               0.009439
                     20,                  1.779,                  2.273,                  1.915,                0.35954,                0.30264,                0.24997,                0.11926,                 1.9176,                 2.2645,                 2.1711,               0.009406,               0.009406,               0.009406
                     21,                 1.7675,                 2.2533,                 1.9146,                0.38431,                0.28492,                0.25895,                0.12216,                 1.8955,                 2.2453,                 2.1503,               0.009373,               0.009373,               0.009373
                     22,                 1.7359,                 2.2074,                 1.8904,                0.42257,                0.29947,                0.26599,                0.12951,                 1.9037,                 2.2066,                 2.1582,                0.00934,                0.00934,                0.00934
                     23,                 1.7326,                 2.1812,                 1.8707,                0.40679,                0.30934,                0.27277,                0.13479,                 1.9135,                 2.1921,                 2.1601,               0.009307,               0.009307,               0.009307
                     24,                 1.7111,                 2.1283,                 1.8578,                0.41795,                0.32469,                0.28609,                0.14211,                  1.874,                 2.1648,                 2.1176,               0.009274,               0.009274,               0.009274
                     25,                 1.7019,                 2.1206,                 1.8522,                0.47218,                0.31722,                0.30516,                0.15341,                 1.8531,                 2.1191,                 2.1072,               0.009241,               0.009241,               0.009241
                     26,                  1.684,                 2.0879,                 1.8421,                0.46232,                0.32284,                0.31039,                0.16163,                 1.8468,                  2.124,                 2.1002,               0.009208,               0.009208,               0.009208
                     27,                 1.6688,                 2.0384,                 1.8176,                0.46855,                0.32726,                0.31287,                0.16022,                 1.8424,                 2.0884,                 2.1011,               0.009175,               0.009175,               0.009175
                     28,                 1.6613,                  2.025,                 1.8137,                0.50346,                0.32042,                0.32138,                 0.1669,                 1.8323,                 2.0908,                 2.0886,               0.009142,               0.009142,               0.009142
                     29,                 1.6401,                 1.9917,                 1.8003,                0.48857,                0.34567,                0.32772,                0.16853,                 1.8333,                 2.0459,                 2.0925,               0.009109,               0.009109,               0.009109
                     30,                 1.6308,                 1.9734,                 1.7891,                0.46635,                0.35725,                0.33027,                0.17676,                 1.8071,                 2.0311,                 2.0612,               0.009076,               0.009076,               0.009076
                     31,                 1.6101,                  1.931,                 1.7678,                0.48209,                0.36246,                 0.3373,                0.18101,                 1.7865,                  2.021,                 2.0502,               0.009043,               0.009043,               0.009043
                     32,                 1.6009,                 1.9113,                 1.7589,                0.52181,                0.33874,                0.34654,                0.18691,                 1.7939,                 2.0189,                 2.0502,                0.00901,                0.00901,                0.00901
                     33,                 1.5949,                 1.8972,                 1.7586,                0.49002,                0.35749,                0.35828,                0.18976,                 1.7931,                 1.9922,                 2.0452,               0.008977,               0.008977,               0.008977
                     34,                  1.575,                 1.8635,                 1.7413,                0.51187,                0.35643,                0.35214,                0.19216,                 1.7513,                 2.0085,                  2.009,               0.008944,               0.008944,               0.008944
                     35,                 1.5745,                 1.8493,                 1.7376,                 0.5177,                0.34863,                0.35798,                0.19777,                 1.7441,                 1.9553,                 2.0027,               0.008911,               0.008911,               0.008911
                     36,                 1.5512,                 1.8215,                 1.7216,                0.52632,                0.36987,                0.37233,                0.20594,                 1.7543,                 1.9719,                 2.0175,               0.008878,               0.008878,               0.008878
                     37,                 1.5463,                 1.8043,                 1.7109,                0.52618,                 0.3649,                0.36529,                0.20255,                 1.7482,                 1.9456,                 2.0128,               0.008845,               0.008845,               0.008845
                     38,                  1.543,                 1.8037,                  1.718,                0.56183,                0.37956,                 0.3911,                0.21855,                  1.719,                 1.8742,                 1.9843,               0.008812,               0.008812,               0.008812
                     39,                 1.5342,                 1.7692,                 1.6998,                0.54301,                0.37841,                0.38365,                0.21585,                 1.7196,                 1.8927,                 1.9919,               0.008779,               0.008779,               0.008779
                     40,                 1.5122,                 1.7458,                 1.6868,                0.55149,                0.38613,                0.38724,                0.21608,                 1.7009,                 1.8744,                 1.9757,               0.008746,               0.008746,               0.008746
                     41,                  1.498,                 1.7147,                 1.6707,                0.52251,                0.39584,                0.39159,                0.22524,                 1.6797,                 1.8712,                 1.9552,               0.008713,               0.008713,               0.008713
                     42,                 1.4953,                 1.7083,                 1.6719,                0.53731,                0.40191,                0.39088,                0.22114,                 1.6876,                 1.8968,                 1.9684,                0.00868,                0.00868,                0.00868
                     43,                 1.4848,                 1.6887,                 1.6582,                0.55272,                0.38794,                0.39832,                0.22895,                 1.6715,                 1.8512,                  1.942,               0.008647,               0.008647,               0.008647
                     44,                 1.4747,                  1.678,                 1.6597,                0.55725,                0.40998,                0.41069,                0.23661,                  1.659,                 1.8115,                  1.931,               0.008614,               0.008614,               0.008614
                     45,                 1.4637,                 1.6571,                 1.6472,                0.56733,                0.38874,                0.40124,                0.23064,                 1.6654,                 1.8502,                 1.9354,               0.008581,               0.008581,               0.008581
                     46,                 1.4666,                 1.6317,                  1.635,                0.55602,                0.40922,                 0.4095,                0.24159,                 1.6584,                  1.803,                 1.9465,               0.008548,               0.008548,               0.008548
                     47,                 1.4538,                 1.6133,                 1.6341,                0.56098,                 0.4121,                0.40932,                0.23934,                 1.6552,                 1.8216,                 1.9352,               0.008515,               0.008515,               0.008515
                     48,                 1.4421,                 1.6135,                 1.6278,                0.56695,                0.39896,                0.40816,                0.24112,                 1.6292,                 1.7953,                 1.8945,               0.008482,               0.008482,               0.008482
                     49,                 1.4323,                 1.6069,                 1.6158,                0.59106,                0.40888,                0.41252,                0.24489,                 1.6301,                 1.8126,                 1.9127,               0.008449,               0.008449,               0.008449
                     50,                   1.42,                 1.5741,                 1.6072,                0.57776,                0.40711,                0.41547,                0.24849,                 1.6063,                 1.7858,                   1.89,               0.008416,               0.008416,               0.008416
                     51,                 1.4124,                 1.5663,                 1.6065,                0.56768,                0.41842,                0.42319,                0.25386,                 1.6048,                 1.7901,                 1.8847,               0.008383,               0.008383,               0.008383
                     52,                 1.4107,                 1.5541,                 1.6009,                0.57189,                0.42214,                0.42556,                0.25417,                 1.6008,                 1.7882,                 1.8813,                0.00835,                0.00835,                0.00835
                     53,                 1.4029,                 1.5641,                 1.6018,                0.58822,                0.41008,                0.42242,                0.25378,                 1.5979,                 1.7723,                  1.888,               0.008317,               0.008317,               0.008317
                     54,                 1.3886,                 1.5281,                  1.585,                0.62487,                0.41366,                0.43353,                0.26295,                 1.5788,                 1.7619,                 1.8716,               0.008284,               0.008284,               0.008284
                     55,                 1.3861,                 1.5093,                 1.5777,                0.59108,                0.41452,                 0.4332,                0.26192,                 1.5869,                 1.7604,                 1.8806,               0.008251,               0.008251,               0.008251
                     56,                 1.3843,                 1.5105,                 1.5801,                0.59325,                0.42903,                 0.4444,                0.26812,                 1.5544,                 1.7368,                 1.8559,               0.008218,               0.008218,               0.008218
                     57,                  1.381,                 1.4932,                 1.5697,                0.61314,                0.41666,                 0.4392,                0.26919,                 1.5632,                 1.7456,                 1.8555,               0.008185,               0.008185,               0.008185
                     58,                  1.371,                  1.487,                 1.5695,                0.60764,                0.42886,                0.43761,                0.27136,                 1.5464,                 1.7423,                 1.8503,               0.008152,               0.008152,               0.008152
                     59,                 1.3609,                  1.469,                 1.5507,                0.58071,                 0.4382,                0.44198,                0.27464,                 1.5432,                 1.7265,                 1.8384,               0.008119,               0.008119,               0.008119
                     60,                 1.3604,                 1.4709,                 1.5649,                0.58371,                0.43352,                0.43366,                0.27093,                 1.5496,                 1.7439,                 1.8408,               0.008086,               0.008086,               0.008086
                     61,                 1.3443,                 1.4389,                 1.5394,                0.61978,                0.42004,                0.43785,                0.27222,                 1.5435,                 1.7294,                 1.8454,               0.008053,               0.008053,               0.008053
                     62,                  1.342,                 1.4402,                  1.541,                0.58323,                0.42825,                0.44546,                0.27782,                 1.5352,                 1.6946,                 1.8252,                0.00802,                0.00802,                0.00802
                     63,                 1.3394,                 1.4299,                 1.5337,                0.61213,                0.40977,                0.43994,                0.27197,                 1.5516,                 1.7227,                 1.8391,               0.007987,               0.007987,               0.007987
                     64,                 1.3307,                  1.416,                 1.5322,                0.61478,                0.43373,                0.44394,                0.27746,                 1.5288,                 1.7225,                 1.8221,               0.007954,               0.007954,               0.007954
                     65,                  1.325,                 1.4144,                 1.5322,                0.61484,                0.43982,                0.45204,                  0.283,                 1.5201,                 1.6971,                  1.812,               0.007921,               0.007921,               0.007921
                     66,                 1.3143,                 1.3829,                 1.5162,                0.61583,                 0.4371,                 0.4606,                0.28915,                 1.5135,                 1.6844,                 1.8116,               0.007888,               0.007888,               0.007888
                     67,                 1.3074,                 1.3762,                  1.512,                0.61537,                0.43424,                0.44576,                0.28264,                 1.5133,                 1.6958,                 1.8111,               0.007855,               0.007855,               0.007855
                     68,                 1.3156,                 1.3763,                 1.5138,                0.63301,                0.43737,                0.45576,                 0.2888,                 1.5159,                 1.6709,                 1.8115,               0.007822,               0.007822,               0.007822
                     69,                 1.3044,                 1.3737,                 1.5137,                0.61422,                0.43388,                 0.4526,                 0.2881,                 1.5009,                 1.6589,                 1.8029,               0.007789,               0.007789,               0.007789
                     70,                 1.2944,                 1.3605,                 1.5049,                0.59392,                0.44867,                0.45017,                  0.285,                 1.4963,                 1.6812,                 1.8117,               0.007756,               0.007756,               0.007756
                     71,                 1.2954,                 1.3568,                    1.5,                0.61827,                0.43954,                0.45192,                0.29153,                  1.487,                 1.6638,                 1.7968,               0.007723,               0.007723,               0.007723
                     72,                 1.2917,                 1.3497,                 1.5058,                0.62322,                0.42167,                0.44832,                0.28987,                 1.4912,                 1.6739,                 1.8021,                0.00769,                0.00769,                0.00769
                     73,                  1.279,                 1.3267,                 1.4839,                0.64326,                0.42956,                0.45492,                0.29153,                 1.4889,                 1.6711,                 1.7925,               0.007657,               0.007657,               0.007657
                     74,                 1.2774,                 1.3253,                 1.4871,                0.60093,                0.44692,                0.46253,                0.29459,                 1.4818,                 1.6498,                 1.7881,               0.007624,               0.007624,               0.007624
                     75,                 1.2697,                 1.3139,                 1.4798,                0.63031,                 0.4268,                0.45551,                0.29582,                  1.474,                 1.6519,                  1.777,               0.007591,               0.007591,               0.007591
                     76,                 1.2622,                 1.3112,                  1.482,                 0.6307,                0.43775,                0.45699,                0.29731,                 1.4683,                 1.6492,                 1.7767,               0.007558,               0.007558,               0.007558
                     77,                 1.2624,                 1.3062,                 1.4801,                 0.6358,                0.45095,                0.46414,                 0.3012,                 1.4709,                  1.639,                 1.7783,               0.007525,               0.007525,               0.007525
                     78,                 1.2634,                 1.2947,                  1.478,                0.64382,                0.44735,                0.46334,                0.30114,                 1.4565,                 1.6308,                 1.7682,               0.007492,               0.007492,               0.007492
                     79,                 1.2521,                 1.2887,                  1.465,                0.60673,                0.46526,                0.46612,                0.30376,                 1.4578,                  1.621,                 1.7725,               0.007459,               0.007459,               0.007459
                     80,                 1.2496,                 1.2776,                  1.465,                0.63696,                  0.443,                 0.4718,                0.30897,                 1.4514,                  1.624,                 1.7695,               0.007426,               0.007426,               0.007426
                     81,                 1.2472,                 1.2673,                 1.4628,                0.64367,                0.45324,                0.47111,                0.30714,                  1.458,                 1.6349,                 1.7836,               0.007393,               0.007393,               0.007393
                     82,                 1.2408,                 1.2557,                  1.457,                0.61054,                0.46356,                0.46322,                0.30472,                 1.4457,                 1.6458,                 1.7625,                0.00736,                0.00736,                0.00736
                     83,                  1.233,                 1.2564,                  1.446,                0.64743,                 0.4551,                0.46757,                0.30828,                 1.4416,                 1.6302,                 1.7627,               0.007327,               0.007327,               0.007327
                     84,                 1.2298,                 1.2389,                 1.4482,                0.65997,                0.44766,                 0.4647,                0.30821,                 1.4372,                 1.6446,                 1.7516,               0.007294,               0.007294,               0.007294
                     85,                 1.2308,                  1.245,                 1.4475,                0.68473,                0.43596,                0.46829,                0.31289,                 1.4243,                 1.6345,                 1.7457,               0.007261,               0.007261,               0.007261
                     86,                  1.217,                  1.233,                 1.4413,                0.68104,                0.43854,                0.46882,                0.31287,                 1.4284,                 1.6368,                 1.7441,               0.007228,               0.007228,               0.007228
                     87,                 1.2219,                 1.2395,                 1.4333,                 0.6432,                0.43903,                0.46787,                0.31055,                 1.4192,                 1.6346,                 1.7396,               0.007195,               0.007195,               0.007195
                     88,                 1.2082,                 1.2214,                 1.4297,                0.69279,                0.43387,                0.46996,                0.31244,                 1.4154,                 1.6235,                 1.7427,               0.007162,               0.007162,               0.007162
                     89,                 1.2209,                 1.2309,                 1.4385,                0.65383,                0.45786,                0.47133,                0.31353,                 1.4168,                 1.6245,                 1.7342,               0.007129,               0.007129,               0.007129
                     90,                 1.2133,                 1.2183,                 1.4272,                0.63716,                0.46688,                0.47059,                0.31388,                 1.4171,                 1.6368,                 1.7312,               0.007096,               0.007096,               0.007096
                     91,                  1.202,                 1.1986,                 1.4229,                0.64758,                0.44872,                0.47446,                0.31918,                 1.4008,                 1.6064,                 1.7157,               0.007063,               0.007063,               0.007063
                     92,                 1.2015,                  1.206,                 1.4236,                 0.6693,                 0.4423,                0.47483,                0.31923,                 1.3985,                 1.6184,                 1.7106,                0.00703,                0.00703,                0.00703
                     93,                 1.2016,                 1.2005,                 1.4231,                0.64422,                0.45301,                 0.4763,                 0.3206,                 1.3958,                 1.6087,                 1.7189,               0.006997,               0.006997,               0.006997
                     94,                  1.196,                 1.1901,                  1.416,                0.67044,                0.45002,                0.47954,                0.32375,                 1.3956,                 1.6093,                 1.7167,               0.006964,               0.006964,               0.006964
                     95,                 1.1933,                 1.1868,                 1.4222,                0.61638,                0.47253,                0.47897,                0.32334,                 1.3844,                 1.5934,                 1.7141,               0.006931,               0.006931,               0.006931
                     96,                 1.1888,                 1.1774,                  1.409,                 0.6886,                0.44566,                 0.4787,                0.32506,                 1.3909,                 1.5926,                 1.7191,               0.006898,               0.006898,               0.006898
                     97,                 1.1835,                 1.1703,                 1.4073,                0.65248,                0.46228,                0.48039,                 0.3247,                 1.3938,                 1.5884,                 1.7191,               0.006865,               0.006865,               0.006865
                     98,                  1.182,                  1.174,                 1.4068,                0.73249,                 0.4281,                0.48116,                0.32595,                 1.3874,                 1.5878,                 1.7138,               0.006832,               0.006832,               0.006832
                     99,                  1.178,                 1.1739,                 1.4038,                0.66793,                0.45867,                0.48581,                0.33125,                 1.3777,                 1.5776,                 1.7067,               0.006799,               0.006799,               0.006799
                    100,                 1.1731,                 1.1659,                 1.4109,                0.68242,                0.45812,                0.48676,                0.33186,                 1.3654,                  1.567,                 1.6938,               0.006766,               0.006766,               0.006766
                    101,                 1.1673,                 1.1513,                 1.3992,                 0.6764,                0.46597,                 0.4886,                 0.3336,                 1.3666,                 1.5563,                  1.697,               0.006733,               0.006733,               0.006733
                    102,                 1.1612,                 1.1395,                 1.3902,                0.65255,                0.47215,                0.48748,                0.33467,                  1.376,                  1.569,                 1.7077,                 0.0067,                 0.0067,                 0.0067
                    103,                 1.1553,                 1.1271,                 1.3817,                0.69138,                0.45901,                0.48473,                0.33352,                 1.3699,                 1.5691,                 1.7032,               0.006667,               0.006667,               0.006667
                    104,                  1.167,                 1.1478,                 1.3932,                0.66583,                 0.4701,                0.48459,                0.33205,                 1.3709,                 1.5689,                 1.7028,               0.006634,               0.006634,               0.006634
                    105,                 1.1544,                 1.1253,                 1.3822,                0.67632,                0.46515,                0.48471,                0.33018,                 1.3725,                 1.5819,                 1.7064,               0.006601,               0.006601,               0.006601
                    106,                 1.1535,                 1.1266,                  1.387,                0.68235,                0.46167,                0.48183,                0.33048,                 1.3631,                 1.5873,                 1.6987,               0.006568,               0.006568,               0.006568
                    107,                 1.1439,                  1.117,                 1.3787,                0.65746,                0.46833,                0.48302,                0.33076,                 1.3607,                 1.5873,                 1.6997,               0.006535,               0.006535,               0.006535
                    108,                 1.1508,                  1.118,                 1.3821,                0.68931,                0.45785,                0.48358,                0.33257,                 1.3548,                 1.5847,                 1.6971,               0.006502,               0.006502,               0.006502
                    109,                 1.1449,                  1.112,                 1.3784,                0.66522,                0.47144,                 0.4846,                0.33306,                 1.3562,                 1.5833,                 1.6999,               0.006469,               0.006469,               0.006469
                    110,                 1.1395,                 1.1009,                 1.3707,                0.67866,                0.46248,                0.48657,                0.33399,                 1.3546,                 1.5771,                 1.6964,               0.006436,               0.006436,               0.006436
                    111,                 1.1335,                    1.1,                 1.3682,                 0.6717,                0.47213,                0.48672,                0.33742,                 1.3432,                 1.5739,                  1.687,               0.006403,               0.006403,               0.006403
                    112,                 1.1331,                 1.0968,                 1.3691,                0.67063,                0.48347,                 0.4899,                0.33833,                 1.3439,                 1.5688,                 1.6848,                0.00637,                0.00637,                0.00637
                    113,                 1.1344,                 1.0994,                 1.3694,                0.66659,                 0.4831,                0.49002,                0.33818,                 1.3461,                 1.5734,                 1.6921,               0.006337,               0.006337,               0.006337
                    114,                  1.131,                 1.0896,                 1.3635,                 0.6739,                0.48086,                0.48959,                0.34034,                 1.3484,                 1.5745,                 1.6931,               0.006304,               0.006304,               0.006304
                    115,                 1.1251,                 1.0841,                 1.3587,                0.64938,                0.48579,                0.49067,                0.34228,                 1.3421,                 1.5659,                 1.6856,               0.006271,               0.006271,               0.006271
                    116,                 1.1214,                 1.0854,                 1.3582,                0.67263,                0.47303,                0.49212,                0.34252,                 1.3382,                 1.5638,                  1.681,               0.006238,               0.006238,               0.006238
                    117,                 1.1134,                 1.0733,                 1.3553,                0.66784,                0.47783,                0.49203,                0.34269,                 1.3313,                 1.5631,                 1.6716,               0.006205,               0.006205,               0.006205
                    118,                 1.1139,                 1.0642,                 1.3507,                0.68024,                0.48111,                0.49097,                0.34209,                 1.3321,                 1.5593,                 1.6745,               0.006172,               0.006172,               0.006172
                    119,                   1.11,                 1.0608,                 1.3461,                0.67935,                0.48238,                0.49098,                0.34304,                 1.3266,                 1.5624,                 1.6742,               0.006139,               0.006139,               0.006139
                    120,                  1.106,                 1.0627,                 1.3492,                0.69567,                0.47917,                0.49135,                0.34299,                 1.3248,                 1.5679,                 1.6706,               0.006106,               0.006106,               0.006106
                    121,                 1.0995,                 1.0453,                 1.3372,                0.69525,                0.48283,                0.49183,                0.34406,                 1.3262,                 1.5735,                 1.6718,               0.006073,               0.006073,               0.006073
                    122,                 1.1108,                 1.0645,                 1.3509,                0.69257,                0.48244,                0.49298,                 0.3447,                 1.3225,                 1.5693,                 1.6683,                0.00604,                0.00604,                0.00604
                    123,                 1.1095,                 1.0589,                  1.349,                0.69269,                 0.4852,                0.49232,                0.34423,                  1.324,                 1.5733,                 1.6667,               0.006007,               0.006007,               0.006007
                    124,                 1.0999,                 1.0417,                 1.3378,                0.68914,                0.48731,                0.49427,                0.34418,                 1.3218,                 1.5664,                 1.6688,               0.005974,               0.005974,               0.005974
                    125,                 1.0988,                 1.0498,                 1.3419,                0.68324,                0.48001,                0.49257,                0.34414,                   1.32,                 1.5667,                 1.6686,               0.005941,               0.005941,               0.005941
                    126,                 1.0996,                 1.0484,                 1.3397,                0.70115,                0.47352,                0.49402,                0.34484,                  1.322,                 1.5644,                  1.672,               0.005908,               0.005908,               0.005908
                    127,                   1.09,                 1.0281,                 1.3284,                0.67403,                0.48591,                0.49577,                0.34632,                 1.3234,                 1.5622,                 1.6766,               0.005875,               0.005875,               0.005875
                    128,                 1.0833,                 1.0238,                 1.3296,                0.67043,                0.48304,                0.49595,                0.34771,                 1.3205,                 1.5609,                 1.6743,               0.005842,               0.005842,               0.005842
                    129,                 1.0858,                  1.031,                 1.3306,                0.66801,                0.48857,                0.49666,                0.34822,                 1.3182,                   1.56,                 1.6707,               0.005809,               0.005809,               0.005809
                    130,                 1.0865,                 1.0227,                 1.3296,                  0.654,                0.49523,                 0.4966,                0.34884,                 1.3181,                 1.5582,                 1.6714,               0.005776,               0.005776,               0.005776
                    131,                 1.0853,                 1.0273,                 1.3308,                0.69579,                0.47546,                0.49696,                0.34926,                 1.3153,                 1.5572,                 1.6657,               0.005743,               0.005743,               0.005743
                    132,                 1.0775,                 1.0071,                 1.3224,                 0.7126,                0.47237,                  0.499,                0.35087,                 1.3135,                 1.5554,                 1.6654,                0.00571,                0.00571,                0.00571
                    133,                 1.0693,                0.99661,                  1.313,                0.70318,                0.47428,                0.49861,                0.35134,                  1.312,                 1.5588,                 1.6633,               0.005677,               0.005677,               0.005677
                    134,                 1.0735,                 1.0033,                 1.3175,                0.68054,                0.48645,                0.49948,                0.35195,                 1.3059,                 1.5489,                 1.6578,               0.005644,               0.005644,               0.005644
                    135,                 1.0694,                 1.0053,                 1.3199,                 0.6693,                0.49596,                0.49981,                0.35264,                 1.3047,                 1.5472,                 1.6563,               0.005611,               0.005611,               0.005611
                    136,                 1.0683,                 1.0003,                 1.3139,                0.66493,                0.49368,                0.49898,                0.35233,                 1.3031,                 1.5521,                  1.655,               0.005578,               0.005578,               0.005578
                    137,                 1.0655,                0.99793,                 1.3152,                0.67147,                0.48858,                0.49922,                0.35272,                 1.3015,                 1.5554,                 1.6535,               0.005545,               0.005545,               0.005545
                    138,                 1.0639,                0.99516,                 1.3116,                0.67238,                0.48796,                0.49906,                0.35321,                 1.2989,                 1.5526,                 1.6535,               0.005512,               0.005512,               0.005512
                    139,                 1.0541,                0.99098,                 1.3091,                0.67227,                0.48981,                0.50044,                0.35499,                 1.2963,                 1.5524,                  1.653,               0.005479,               0.005479,               0.005479
                    140,                   1.06,                0.98096,                  1.305,                0.66811,                0.48778,                0.50023,                0.35599,                 1.2926,                 1.5503,                  1.651,               0.005446,               0.005446,               0.005446
                    141,                 1.0482,                0.98082,                 1.3028,                0.70621,                0.47853,                0.50071,                0.35702,                 1.2913,                  1.554,                 1.6511,               0.005413,               0.005413,               0.005413
                    142,                 1.0577,                0.98769,                 1.3106,                0.67677,                0.48854,                 0.5012,                0.35808,                 1.2891,                 1.5568,                 1.6479,                0.00538,                0.00538,                0.00538
                    143,                 1.0493,                0.96909,                 1.2952,                0.67998,                0.48892,                0.50049,                0.35768,                 1.2861,                 1.5543,                 1.6437,               0.005347,               0.005347,               0.005347
                    144,                 1.0534,                0.97505,                 1.3002,                0.68155,                0.49352,                0.50093,                0.35835,                 1.2839,                 1.5545,                 1.6416,               0.005314,               0.005314,               0.005314
                    145,                  1.045,                0.96575,                 1.2956,                 0.6866,                0.48828,                0.50064,                0.35891,                 1.2794,                 1.5554,                 1.6355,               0.005281,               0.005281,               0.005281
                    146,                 1.0424,                0.96858,                 1.2982,                0.69389,                0.48481,                0.50061,                0.35898,                 1.2763,                 1.5531,                 1.6331,               0.005248,               0.005248,               0.005248
                    147,                 1.0383,                0.96222,                 1.2937,                0.69788,                0.48244,                0.50033,                0.35914,                  1.275,                 1.5521,                 1.6342,               0.005215,               0.005215,               0.005215
                    148,                 1.0377,                0.96132,                 1.2932,                0.69337,                0.48179,                0.50019,                0.35916,                 1.2732,                 1.5499,                 1.6321,               0.005182,               0.005182,               0.005182
                    149,                 1.0367,                0.95861,                 1.2903,                0.68885,                0.48689,                0.50012,                0.35978,                 1.2726,                 1.5538,                 1.6318,               0.005149,               0.005149,               0.005149
                    150,                 1.0371,                0.94983,                 1.2877,                0.69552,                0.48262,                0.49975,                0.35929,                 1.2715,                 1.5531,                  1.631,               0.005116,               0.005116,               0.005116
                    151,                 1.0312,                0.94455,                 1.2829,                0.69365,                0.48373,                0.50018,                0.35963,                 1.2725,                 1.5548,                 1.6324,               0.005083,               0.005083,               0.005083
                    152,                 1.0337,                0.95082,                 1.2895,                0.70258,                0.47708,                0.50025,                0.36055,                 1.2711,                 1.5534,                 1.6328,                0.00505,                0.00505,                0.00505
                    153,                 1.0371,                0.96178,                 1.2874,                0.69086,                0.48936,                0.50043,                0.36099,                 1.2691,                 1.5535,                 1.6309,               0.005017,               0.005017,               0.005017
                    154,                 1.0307,                0.94849,                 1.2824,                0.69782,                0.48571,                0.50148,                0.36138,                 1.2677,                 1.5542,                  1.632,               0.004984,               0.004984,               0.004984
                    155,                 1.0243,                 0.9468,                 1.2799,                0.70182,                0.48333,                0.50184,                0.36202,                 1.2668,                 1.5552,                 1.6311,               0.004951,               0.004951,               0.004951
                    156,                 1.0232,                0.93756,                 1.2829,                 0.7019,                0.48116,                0.50249,                0.36168,                 1.2653,                  1.556,                   1.63,               0.004918,               0.004918,               0.004918
